name;coords;phone-number;rating;address;working-hours;category;place_id
Купель;[49.165109, 55.8072];;4.5;Республика Татарстан, Казань, Русско-Немецкая Швейцария;[];доспримечательности;562
Дом Исанбаевых;[49.11936, 55.77747];;4.2;ул. Каюма Насыри, 33, Казань;[];доспримечательности;563
Арка влюблённых;[49.12133, 55.79432];;5.0;Республика Татарстан, Казань, улица Лобачевского;[];доспримечательности;564
Казанский государственный цирк;[49.100544, 55.79876];+7 (843) 222-57-61;5.0;площадь Тысячелетия, 2, Казань;['Mo 09:00-18:30', 'Tu 09:00-18:30', 'We 09:00-18:30', 'Th 09:00-18:30', 'Fr 09:00-18:30', 'Sa 09:00-18:30', 'Su 09:00-18:30'];доспримечательности;565
Колокольня;[49.108755, 55.794008];;4.8;ул. Баумана, 5, Казань;[];доспримечательности;566
Дом Воронкова — Калягина;[49.114005, 55.790919];;4.2;ул. Баумана, 52/7, Казань;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];доспримечательности;567
Макарьевская церковь;[49.053157, 55.796205];;4.1;Республика Татарстан, Казань, Кировский район, микрорайон Адмиралтейская Слобода;[];доспримечательности;568
Дом Ушковой;[49.120883, 55.791819];+7 (843) 238-79-00;5.0;Кремлёвская ул., 33, Казань;[];доспримечательности;569
Дом с надписью Миру-мир;[49.124562, 55.797729];;4.9;Большая Красная ул., 29А, Вахитовский район, Казань;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];доспримечательности;570
Общежитие завода обозных деталей;[49.053851, 55.800346];;3.0;Мало-Московская ул., 30, Казань;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];доспримечательности;571
Музей археологического дерева Татарская слободка;[48.668405, 55.774408];+7 (987) 003-07-47;5.0;наб. реки Свияги, 42, село Свияжск;['Mo 09:00-16:30', 'Tu 09:00-16:30', 'We 09:00-16:30', 'Th 09:00-16:30', 'Fr 09:00-16:30', 'Sa 09:00-18:00', 'Su 09:00-16:30'];доспримечательности;572
Пожарная каланча;[48.661717, 55.772428];;4.4;Рождественская площадь, 2, село Свияжск;[];доспримечательности;573
Дом наместника;[48.728957, 55.902403];;4.2;Республика Татарстан, Зеленодольский район, посёлок Местечко Раифа;[];доспримечательности;574
Кафе Старая мельница;[49.146919, 55.787243];;3.7;ул. Чехова, 36А, Вахитовский район, Казань;[];доспримечательности;575
Музей Чак-чака;[49.112404, 55.782101];+7 (927) 039-22-31;4.8;ул. Парижской Коммуны, 18А, Казань;['Mo 10:00-20:00', 'Tu 10:00-20:00', 'We 10:00-20:00', 'Th 10:00-20:00', 'Fr 10:00-20:00', 'Sa 10:00-20:00', 'Su 10:00-20:00'];доспримечательности;576
Дом Иоасафа;[49.141288, 55.779453];;4.3;ул. Тихомирнова, 31, Казань;[];доспримечательности;577
Южный корпус Пушечного двора;[49.1042, 55.799305];;4.3;16/1, Вахитовский район, территория Кремль, Казань;[];доспримечательности;578
Мультимедийный музей Татарская слобода;[49.118648, 55.777789];+7 (900) 328-09-99;4.6;ул. Каюма Насыри, 38, Казань;['Mo 10:00-19:00', 'Tu 10:00-19:00', 'We 10:00-19:00', 'Th 10:00-19:00', 'Fr 10:00-19:00', 'Sa 10:00-19:00', 'Su 10:00-19:00'];доспримечательности;579
Настоятельский корпус;[48.652156, 55.769655];;4.5;Успенская ул., 4, село Свияжск;[];доспримечательности;580
Колокольня;[49.108032, 55.795495];;4.0;ул. Баумана, 1, Казань;[];доспримечательности;581
Типография и словолитие;[49.10859, 55.780968];;4.2;ул. Нариманова, 62, Казань;[];доспримечательности;582
Музей истории татарской литературы с мемориальной квартирой Шарифа Камала;[49.114355, 55.78931];+7 (843) 590-80-67;4.2;ул. Островского, 15, Казань;['Tu 10:00-18:00', 'We 10:00-18:00', 'Th 10:00-18:00', 'Fr 10:00-18:00', 'Sa 10:00-18:00', 'Su 10:00-18:00'];доспримечательности;583
Усадьба Вамина;[49.170359, 55.81999];;3.7;Республика Татарстан, Казань, Советский район;[];доспримечательности;584
Дом З.Б. Усманова;[49.119064, 55.777105];;4.4;ул. Каюма Насыри, 40, Казань;[];доспримечательности;585
Музей Янки Купалы;[48.9545, 55.782041];+7 (906) 112-44-82;4.3;ул. Калинина, 5, село Печищи;['Tu 10:00-17:00', 'We 10:00-17:00', 'Th 10:00-17:00', 'Fr 10:00-17:00', 'Sa 10:00-17:00'];доспримечательности;586
Музей-усадьба Каюма Насыри;[49.110729, 55.780232];+7 (843) 292-76-94;4.0;ул. Парижской Коммуны, 35, Казань;['Tu 10:00-17:00', 'We 10:00-17:00', 'Th 12:00-17:00', 'Fr 10:00-17:00', 'Sa 10:00-17:00', 'Su 10:00-17:00'];доспримечательности;587
Клиника имени Меньшикова;[49.140975, 55.792174];;4.3;ул. Толстого, 4, корп. 2, Вахитовский район, Казань;[];доспримечательности;588
Дом купца Хайбуллина;[49.107447, 55.78178];;4.2;ул. Нариманова, 48, Казань;[];доспримечательности;589
Дубовая аллея;[49.159915, 55.888477];;5.0;Республика Татарстан, Казань, Авиастроительный район;[];доспримечательности;590
Многоквартирный дом;[49.124982, 55.790813];;4.0;ул. Пушкина, 24, Казань;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];доспримечательности;591
Мир забытых вещей;[49.113394, 55.798225];+7 (917) 275-43-07;4.2;ул. Миславского, 17, Казань;['Mo 10:00-18:00', 'Tu 10:00-18:00', 'Th 10:00-18:00', 'Fr 10:00-18:00'];доспримечательности;592
Доходный дом Иванова;[49.111125, 55.792335];;4.4;ул. Баумана, 40, Казань;[];доспримечательности;593
Музей археологии дерева;[48.663235, 55.772963];+7 (987) 003-07-47;4.4;Рождественская площадь, 1, село Свияжск;['Mo 09:30-16:30', 'Tu 09:30-16:30', 'We 09:30-16:30', 'Th 09:30-16:30', 'Fr 09:30-16:30', 'Sa 09:30-18:00', 'Su 09:30-16:30'];доспримечательности;594
Труба-термометр;[49.207893, 55.759159];;4.4;ул. Братьев Касимовых, 31А, Казань;[];доспримечательности;595
Татарская усадьба;[49.11714, 55.780829];;4.7;ул. Шигабутдина Марджани, 8А, Казань;[];доспримечательности;596
Стена любви;[49.065593, 55.837445];;4.7;Республика Татарстан, Казань, парк имени Урицкого;[];доспримечательности;597
Здание научной библиотеки;[48.813528, 55.83925];;5.0;Республика Татарстан, Зеленодольский район, поселок Октябрьский;[];доспримечательности;598
Музей пожарной охраны;[49.069125, 55.803429];;4.3;Кожевенная ул., 20, Казань;['Mo 08:00-12:00,13:00-17:00', 'Tu 08:00-12:00,13:00-17:00', 'We 08:00-12:00,13:00-17:00', 'Th 08:00-12:00,13:00-17:00', 'Fr 08:00-12:00,13:00-17:00'];доспримечательности;599
Государственный музей изобразительных искусств Республики Татарстан;[49.134828, 55.794942];+7 (843) 236-69-31;4.7;ул. Карла Маркса, 64, Казань;['Tu 10:00-18:00', 'We 10:00-18:00', 'Th 10:00-20:00', 'Fr 10:00-18:00', 'Sa 10:00-18:00', 'Su 10:00-18:00'];доспримечательности;600
Лодка Павла I;[48.668192, 55.77376];;4.7;Республика Татарстан, Зеленодольский район, село Свияжск, остров Свияжск;[];доспримечательности;601
Интерактивный музей истории Раифского монастыря;[48.729984, 55.901175];;4.2;Республика Татарстан, Зеленодольский район, посёлок Местечко Раифа;['Mo 10:00-18:00', 'Tu 10:00-18:00', 'We 10:00-18:00', 'Th 10:00-18:00', 'Fr 10:00-18:00', 'Sa 10:00-18:00', 'Su 10:00-18:00'];доспримечательности;602
Дом врача Николая Павловича Печникова;[49.133238, 55.784034];;4.3;ул. Ульянова-Ленина, 16, Казань;[];доспримечательности;603
СоюзМультПарк;[49.160761, 55.819903];+7 (843) 558-22-78;5.0;просп. Ямашева, 115А, КазаньСектор В, въезд ВИП-1;['Mo 10:00-20:00', 'Tu 10:00-20:00', 'We 10:00-20:00', 'Th 10:00-20:00', 'Fr 10:00-20:00', 'Sa 10:00-20:00', 'Su 10:00-20:00'];доспримечательности;604
Флигель усадьбы Лихачёвой;[49.13592, 55.789405];;4.4;ул. Бутлерова, 43/11, Казань;[];доспримечательности;605
Братские кельи;[48.728395, 55.902265];;4.4;Республика Татарстан, Зеленодольский район, посёлок Местечко Раифа;[];доспримечательности;606
Северо-восточная башня;[49.10796, 55.800146];;4.5;1Б, Вахитовский район, территория Кремль, Казань;[];доспримечательности;607
Семиозёрский Богородицкий монастырь;[49.101656, 55.953744];;5.0;Республика Татарстан, Высокогорский район;['Mo 08:00-22:00', 'Tu 08:00-22:00', 'We 08:00-22:00', 'Th 08:00-22:00', 'Fr 08:00-22:00', 'Sa 08:00-22:00', 'Su 08:00-22:00'];доспримечательности;608
Дом Крестовниковых;[49.121465, 55.771182];;4.3;ул. Габдуллы Тукая, 126, Казань;[];доспримечательности;609
Дом Каушчи;[49.117343, 55.778553];;4.8;ул. Фатыха Карима, 7, Казань;[];доспримечательности;610
Старый аэропорт;[49.187334, 55.793191];;4.5;ул. Патриса Лумумбы, 47А, Казань;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];доспримечательности;611
Первый дом Адольфа Пора;[49.133579, 55.798611];;4.3;ул. Гоголя, 29, Казань;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];доспримечательности;612
Дом Николая Павловича Троицкого;[49.137743, 55.781575];;4.3;ул. Калинина, 4, Вахитовский район, Казань;[];доспримечательности;613
Церковь святых благоверных князей Федора, Давида и Константина Ярославских Чудотворцев;[49.157103, 55.794042];+7 (843) 264-65-13;5.0;ул. Николая Ершова, 25, корп. 1, Казань;['Mo 07:00-17:30', 'Tu 07:00-17:30', 'We 07:00-17:30', 'Th 07:00-17:30', 'Fr 07:00-17:30', 'Sa 07:00-17:30', 'Su 07:00-17:30'];доспримечательности;614
Здание театра Алафузова;[49.067684, 55.809204];;4.9;ул. Гладилова, 49, Казань;[];доспримечательности;615
Смотровая площадка;[49.104656, 55.80069];;5.0;Республика Татарстан, Казань, проезд Шейнкмана;[];доспримечательности;616
Дробильня извести;[48.96026, 55.782993];;4.2;Республика Татарстан, Верхнеуслонский район;[];доспримечательности;617
Завод Петцольда;[49.120952, 55.772739];;3.6;ул. Габдуллы Тукая, 97, Казань;[];доспримечательности;618
Кизический Введенский мужской монастырь;[49.089612, 55.822164];+7 (843) 562-52-56;4.9;ул. Декабристов, 98, Казань;['Mo 08:00-11:30,12:00-18:00', 'Tu 08:00-11:30,12:00-18:00', 'We 08:00-11:30,12:00-18:00', 'Th 08:00-11:30,12:00-18:00', 'Fr 08:00-11:30,12:00-18:00', 'Sa 08:00-11:30,12:00-18:00', 'Su 08:00-11:30,12:00-18:00'];доспримечательности;619
Старо – татарская слобода;[49.115173, 55.778183];;5.0;Республика Татарстан, Казань, Юнусовская площадь;[];доспримечательности;620
Конный двор;[48.654062, 55.769368];;4.9;Республика Татарстан, Зеленодольский район, село Свияжск, остров Свияжск;['Mo 09:00-17:00', 'Tu 09:00-17:00', 'We 09:00-17:00', 'Th 09:00-17:00', 'Fr 09:00-17:00', 'Sa 09:00-17:00', 'Su 09:00-17:00'];доспримечательности;621
Флаг Иннополиса;[48.75075, 55.746174];;4.9;Центральная ул., 151, Иннополис;[];доспримечательности;622
Дом печати;[49.114219, 55.791282];;4.8;ул. Баумана, 19, Казань;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];доспримечательности;623
Геологический музей;[49.114516, 55.793852];+7 (843) 292-08-19;4.3;Кремлёвская ул., 4/5, Казань;['Mo 09:00-18:00', 'Tu 09:00-18:00', 'We 09:00-18:00', 'Th 09:00-18:00', 'Fr 09:00-18:00', 'Sa 09:00-18:00'];доспримечательности;624
Мечеть Кул Шариф;[49.105238, 55.798379];;5.0;13, Вахитовский район, территория Кремль, Казань;['Mo 09:00-11:30,13:15-19:00', 'Tu 09:00-11:30,13:15-19:00', 'We 09:00-11:30,13:15-19:00', 'Th 09:00-11:30,13:15-19:00', 'Fr 09:00-11:30,13:15-19:00', 'Sa 09:00-19:00', 'Su 09:00-19:00'];доспримечательности;625
Звонница;[49.440152, 55.944378];;4.6;Республика Татарстан, Высокогорский район, деревня Тимошкино;[];доспримечательности;626
Дом профессора Ивана Михайловича Покровского;[49.149209, 55.789647];;4.3;ул. Лейтенанта Шмидта, 6, Казань;[];доспримечательности;627
Кондитерская фабрика имени Бабаева;[48.855056, 55.779736];;4.4;Республика Татарстан, Верхнеуслонский район, Набережно-Морквашское cельское поселение, село Набережные МорквашиИсторический памятник. В данный момент фабрика закрыта;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];доспримечательности;628
Дуб М. Джалиля;[49.123947, 55.793057];;4.1;ул. Пушкина, 29А, Казань;[];доспримечательности;629
Музей Пушечного двора;[49.105035, 55.799425];+7 (843) 567-81-61;4.3;12, Вахитовский район, территория Кремль, Казань;['Tu 10:00-18:00', 'We 10:00-18:00', 'Th 10:00-18:00', 'Fr 11:00-20:00', 'Sa 10:00-18:00', 'Su 10:00-18:00'];доспримечательности;630
Ханский дворик;[49.105189, 55.800644];;4.4;1А, Вахитовский район, территория Кремль, Казань;[];доспримечательности;631
Экзотариум;[49.133192, 55.766081];;4.2;Республика Татарстан, Казань, Приволжский район;[];доспримечательности;632
Фонтан и сквер на Московской улице;[49.112324, 55.785332];;4.4;Республика Татарстан, Казань, сад имени Кирова;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];доспримечательности;633
Башня монастырской стены;[49.113464, 55.800156];;4.7;Республика Татарстан, Казань, Вахитовский район, Нагорная улица;[];доспримечательности;634
Музей истории государственности татарского народа и Республики Татарстан;[49.099551, 55.800382];+7 (843) 567-80-24;3.8;Кремлёвская наб., 1, Казань;['Tu 10:00-18:00', 'We 10:00-18:00', 'Th 10:00-18:00', 'Fr 11:00-20:00', 'Sa 10:00-18:00', 'Su 10:00-18:00'];доспримечательности;635
Дворец земледельцев;[49.111939, 55.800427];+7 (843) 221-76-79;5.0;Федосеевская ул., 36, Казань;[];доспримечательности;636
Руины дворца Казанского ханства;[49.106063, 55.800487];;4.3;Республика Татарстан, Казань, Вахитовский район, территория Кремль;[];доспримечательности;637
Музей Гражданской войны;[48.662799, 55.774587];+7 (987) 003-07-47;4.3;Московская ул., 8, село Свияжск;['Mo 09:00-16:30', 'Tu 09:00-16:30', 'We 09:00-16:30', 'Th 09:00-16:30', 'Fr 09:00-16:30', 'Sa 09:00-18:00', 'Su 09:00-16:30'];доспримечательности;638
Funbox;[49.117598, 55.789482];+7 (843) 225-14-41;4.0;ул. Баумана, 35, Казань;['Mo 10:00-22:00', 'Tu 10:00-22:00', 'We 10:00-22:00', 'Th 10:00-22:00', 'Fr 10:00-22:00', 'Sa 10:00-22:00', 'Su 10:00-22:00'];доспримечательности;639
Печь для обжига известняка;[48.958953, 55.782961];;4.7;Республика Татарстан, Верхнеуслонский район;[];доспримечательности;640
Редакция газеты;[49.113654, 55.783574];;4.2;Московская ул., 70, Казань;[];доспримечательности;641
Дом, в котором родился учёный Газиз Салихович Губайдуллин;[49.114623, 55.77993];;4.3;ул. Зайни Султана, 12, Казань;[];доспримечательности;642
Купель;[49.115681, 55.802332];+7 (843) 292-13-85;4.4;Федосеевская ул., 46, Казань;[];доспримечательности;643
Арт-объект Маяк;[49.182812, 55.795036];;4.5;Республика Татарстан, Казань, Советский район, территория Октябрьский городок, жилой комплекс Art City;[];доспримечательности;644
Городской магистрат;[49.108501, 55.794288];;4.2;ул. Баумана, 3, Казань;[];доспримечательности;645
Музей истории КНИТУ;[49.141193, 55.794491];+7 (843) 231-42-84;4.1;ул. Карла Маркса, 72, корп. Б, Казань;['Mo 09:00-17:00', 'Tu 09:00-17:00', 'We 09:00-17:00', 'Th 09:00-17:00', 'Fr 09:00-17:00'];доспримечательности;646
Старое здание библиотеки;[49.120318, 55.790571];;4.3;Кремлёвская ул., 18, корп. 6, Казань;[];доспримечательности;647
Колокольня Богоявленского собора;[49.1194, 55.788273];;5.0;ул. Баумана, 78, корп. 2, Казань;[];доспримечательности;648
Дом Терпигоревых;[49.137731, 55.787337];;4.4;ул. Ульянова-Ленина, 65, Казань;[];доспримечательности;649
МБУК Музейный комплекс города Казани;[49.116417, 55.790072];+7 (843) 292-23-90;4.2;ул. Баумана, 29/11, Казань;['Tu 10:00-18:00', 'We 10:00-18:00', 'Th 10:00-18:00', 'Fr 10:00-18:00', 'Sa 10:00-18:00', 'Su 10:00-16:00'];доспримечательности;650
Знак Art City;[49.181378, 55.796801];;5.0;Республика Татарстан, Казань, улица Разведчика Ахмерова;[];доспримечательности;651
Дом Александры Петровны Виноградовой;[49.139958, 55.784725];;4.4;ул. Волкова, 42, Казань;[];доспримечательности;652
Руины башни монастырской стены;[49.111015, 55.799585];;4.7;Нагорная ул., 2А, Вахитовский район, Казань;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];доспримечательности;653
Доходный дом Николая Киселева;[49.135062, 55.79247];;4.4;ул. Муштари, 20, Казань;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];доспримечательности;654
Дом Николая Ивановича Беркутова;[49.116285, 55.778367];;4.4;ул. Габдуллы Тукая, 59/11, Казань;[];доспримечательности;655
Музей Казанской Иконы;[49.111698, 55.798598];+7 (843) 590-03-51 (доб. +7 (843) 590-08-23);4.7;Большая Красная ул., 10, Вахитовский район, Казань;['Mo 09:00-20:00', 'Tu 09:00-20:00', 'We 09:00-20:00', 'Th 09:00-20:00', 'Fr 09:00-20:00', 'Sa 09:00-20:00', 'Su 09:00-20:00'];доспримечательности;656
Дом Апанаевых;[49.119553, 55.776478];;4.3;ул. Сафьян, 5, Казань;[];доспримечательности;657
Присутственные места;[49.107163, 55.798111];;4.7;5, Вахитовский район, территория Кремль, Казань;[];доспримечательности;658
Музей Константина Васильева;[49.116464, 55.790059];+7 (843) 292-23-89;4.7;ул. Баумана, 29/11, Казань • этаж 2;['Tu 10:00-18:00', 'We 10:00-18:00', 'Th 10:00-18:00', 'Fr 10:00-18:00', 'Sa 10:00-18:00', 'Su 10:00-18:00'];доспримечательности;659
Высотный корпус швейной фабрики №3;[49.113295, 55.781236];;3.3;ул. Татарстан, 20, Вахитовский район, Казань;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];доспримечательности;660
Дендрарий Волжско-Камского заповедника;[48.745239, 55.908203];;4.5;Республика Татарстан, Зеленодольский район, посёлок Садовый;['Tu 10:00-13:00,14:00-17:00', 'We 10:00-13:00,14:00-17:00', 'Th 10:00-13:00,14:00-17:00', 'Fr 10:00-13:00,14:00-17:00', 'Sa 10:00-17:00', 'Su 10:00-17:00'];доспримечательности;661
Звонница;[49.089603, 55.822367];;4.3;Республика Татарстан, Казань, Московский район;[];доспримечательности;662
Консисторская башня;[49.10741, 55.798687];;4.6;1Б, Вахитовский район, территория Кремль, Казань;[];доспримечательности;663
Тики Вики;[49.126708, 55.785207];+7 (843) 202-20-55;5.0;Петербургская ул., 9, Казаньэтаж цокольный;['Mo 10:00-22:00', 'Tu 10:00-22:00', 'We 10:00-22:00', 'Th 10:00-22:00', 'Fr 10:00-22:00', 'Sa 10:00-22:00', 'Su 10:00-22:00'];доспримечательности;664
Борис Шульгин;[49.058329, 55.81715];;4.1;Республика Татарстан, Казань, улица Шульгина;[];доспримечательности;665
Дом, где жил Мухаметзян Назирович Казаков;[49.115417, 55.781224];;4.2;ул. Каюма Насыри, 3, Казань;[];доспримечательности;666
Дом татарской кулинарии;[49.117116, 55.789869];;4.3;ул. Баумана, 31/12, Казань;[];доспримечательности;667
Музей социалистического быта;[49.119536, 55.786973];+7 (843) 292-59-47;4.9;ул. Островского, 39/6, Казань • этаж 2;['Mo 10:00-20:00', 'Tu 10:00-20:00', 'We 10:00-20:00', 'Th 10:00-20:00', 'Fr 10:00-20:00', 'Sa 10:00-20:00', 'Su 10:00-20:00'];доспримечательности;668
Мишкин дом;[49.135534, 55.779712];+7 (917) 230-30-64;4.4;ул. Туфана Миннуллина, 14/56, Казань;['Mo 11:00-19:00', 'Tu 11:00-19:00', 'We 11:00-19:00', 'Th 11:00-19:00', 'Fr 11:00-19:00', 'Sa 11:00-19:00', 'Su 11:00-19:00'];доспримечательности;669
Площадка возле Национального культурного центра Казань;[49.126701, 55.802282];;5.0;ул. Пушкина, 86, Казань;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];доспримечательности;670
Руины Благовещенской церкви;[48.662935, 55.771879];;4.6;ул. Набережная реки Свияги, 34, село Свияжск;[];доспримечательности;671
НКЦ Казань;[49.125752, 55.801726];;5.0;ул. Пушкина, 86, Казань;['Mo 09:00-21:00', 'Tu 09:00-21:00', 'We 09:00-21:00', 'Th 09:00-21:00', 'Fr 09:00-21:00', 'Sa 09:00-21:00', 'Su 09:00-21:00'];доспримечательности;672
Объект культурного наследия регионального значения Дом Шарова;[49.111615, 55.792091];;4.2;ул. Баумана, 42, Казань;[];доспримечательности;673
Дом Лисицина;[49.12449, 55.788785];;4.2;ул. Пушкина, 10, Казань;[];доспримечательности;674
Смотровая площадка;[49.105423, 55.797189];;5.0;10А, Вахитовский район, территория Кремль, Казань;[];доспримечательности;675
Дом Карла Мюфке;[49.14828, 55.784513];;4.3;ул. Хади Атласи, 28, Казань;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];доспримечательности;676
Мергасовский дом;[49.117624, 55.793889];;4.3;ул. Дзержинского, 18, Казань;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];доспримечательности;677
Захоронение татарских ханов;[49.104922, 55.800545];;4.3;1А, Вахитовский район, территория Кремль, Казань;[];доспримечательности;678
Музей;[49.105595, 55.764156];;3.8;ул. Ирек, 1, Казань;[];доспримечательности;679
Смотровая площадка;[49.119328, 55.788308];;4.9;ул. Баумана, 78, корп. 2, Казань;[];доспримечательности;680
Въездная арка Казань;[49.204704, 55.723177];;4.3;Республика Татарстан, Казань, Приволжский район;[];доспримечательности;681
Руины Софийской церкви;[48.661621, 55.771904];;4.5;Республика Татарстан, Зеленодольский район, село Свияжск, остров Свияжск;[];доспримечательности;682
Хирургическая клиника имени Александра Васильевича Вишневского;[49.139516, 55.790448];;4.3;ул. Бутлерова, 47, Казань;[];доспримечательности;683
Колокольня Петропавловского собора;[49.11297, 55.793899];;4.9;ул. Чернышевского, 5А, Казань;[];доспримечательности;684
Юго-западная башня;[49.106547, 55.796256];;4.8;8, Вахитовский район, территория Кремль, Казань;[];доспримечательности;685
Благовещенский собор Казанского кремля;[49.105944, 55.799842];+7 (843) 567-80-31;5.0;2, Вахитовский район, территория Кремль, Казань;['Mo 08:00-19:00', 'Tu 08:00-19:00', 'We 08:00-19:00', 'Th 08:00-19:00', 'Fr 08:00-19:00', 'Sa 08:00-19:00', 'Su 08:00-19:00'];доспримечательности;686
Смотровая площадка;[48.610849, 55.717104];;4.7;Республика Татарстан, Верхнеуслонский район, Бурнашевское сельское поселение;['Mo 08:00-17:00', 'Tu 08:00-17:00', 'We 08:00-17:00', 'Th 08:00-17:00', 'Fr 08:00-17:00'];доспримечательности;687
Дом Соловьёва;[49.137509, 55.786882];;4.3;ул. Ульянова-Ленина, 52, Казань;[];доспримечательности;688
Казанский Кремль;[49.108579, 55.796664];+7 (843) 567-81-61;4.9;8, Вахитовский район, территория Кремль, Казань;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];доспримечательности;689
Спасская башня;[49.108406, 55.796509];+7 (843) 567-80-28;5.0;8, Вахитовский район, территория Кремль, Казань;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];доспримечательности;690
Буревестник;[49.188006, 55.739934];+7 (843) 210-30-50;5.0;просп. Победы, 7, Казань;['Mo 06:15-22:00', 'Tu 06:15-22:00', 'We 06:15-22:00', 'Th 06:15-22:00', 'Fr 06:15-22:00', 'Sa 06:15-22:00', 'Su 07:45-21:00'];спорт;691
Мирас;[49.228641, 55.791065];+7 (843) 590-04-47;4.3;ул. Джаудата Файзи, 4, Казань;['Mo 08:00-21:00', 'Tu 08:00-21:00', 'We 08:00-21:00', 'Th 08:00-21:00', 'Fr 08:00-21:00', 'Sa 08:00-21:00', 'Su 08:00-21:00'];спорт;692
Тулпар;[49.168619, 55.718747];+7 (843) 221-31-03;4.4;ул. Рауиса Гареева, 76, Казань;['Mo 07:00-21:00', 'Tu 07:00-21:00', 'We 07:00-21:00', 'Th 07:00-21:00', 'Fr 07:00-21:00', 'Sa 07:00-21:00', 'Su 07:00-21:00'];спорт;693
Стадион;[49.15809, 55.759853];;4.1;Республика Татарстан, Казань, Приволжский район;['Mo 00:00-23:59', 'Tu 00:00-23:59', 'We 00:00-23:59', 'Th 00:00-23:59', 'Fr 00:00-23:59', 'Sa 00:00-23:59', 'Su 00:00-23:59'];спорт;694
Футбольно-легкоатлетический манеж;[49.096184, 55.79662];+7 (843) 292-59-39;4.8;ул. Ташаяк, 2А, корп. 1, Казань;['Mo 08:00-22:00', 'Tu 08:00-22:00', 'We 08:00-22:00', 'Th 08:00-22:00', 'Fr 08:00-22:00', 'Sa 08:00-22:00', 'Su 08:00-22:00'];спорт;695
Мотор;[49.087641, 55.864117];+7 (843) 590-65-01;4.3;Республика Татарстан, Казань, Авиастроительный район;['Mo 14:00-21:00', 'Tu 14:00-21:00', 'We 14:00-21:00', 'Th 14:00-21:00', 'Fr 14:00-21:00', 'Sa 09:00-21:00', 'Su 09:00-21:00'];спорт;696
Кожаный мяч;[49.153453, 55.839512];+7 (939) 361-47-91;3.8;ул. Гаврилова, 48Б, Казань;['Mo 08:00-21:00', 'Tu 08:00-21:00', 'We 08:00-21:00', 'Th 08:00-21:00', 'Fr 08:00-21:00', 'Sa 08:00-21:00', 'Su 08:00-21:00'];спорт;697
